,1,2,3,4,5,6,clone,day,donutFrac,n,nNotDonut,replicate
39,0.07905460472697637,0.19396903015484923,0.2705786471067645,0.24123879380603097,0.12876935615321924,0.08638956805215973,P2.3,14d,0.14256825075834176,1978,1227,2
40,0.0,0.0,0.0,0.0,0.0,0.0,P2.4,0d,0.0,0,0,1
41,0.2043222003929273,0.30648330058939094,0.25343811394891946,0.14341846758349705,0.05697445972495088,0.03536345776031434,P2.4,2d,0.010582010582010581,756,509,1
42,0.35784685367702807,0.2880970432145565,0.19636087945413191,0.10159211523881728,0.04169825625473844,0.014404852160727824,P2.4,4d,0.0019292604501607716,1555,1319,1
43,0.3550156739811912,0.28605015673981193,0.2084639498432602,0.09717868338557993,0.03526645768025078,0.018025078369905956,P2.4,6d,0.01454775458570525,1581,1276,1
44,0.0,0.0,0.0,0.0,0.0,0.0,P2.4,10d,0.0,0,0,1
45,0.2,0.0,0.6,0.0,0.2,0.0,P2.4,14d,0.0,5,5,1
46,0.20614035087719298,0.2719298245614035,0.32456140350877194,0.13157894736842105,0.039473684210526314,0.02631578947368421,P2.4,10d,0.025,280,228,2
47,0.0,0.0,0.0,0.0,0.0,0.0,P2.4,12d,0.0,0,0,2
48,0.26605504587155965,0.29357798165137616,0.23547400611620795,0.12232415902140673,0.06422018348623854,0.01834862385321101,S2,0d,0.004914004914004914,407,327,1
49,0.23773584905660378,0.2943396226415094,0.24150943396226415,0.1169811320754717,0.07169811320754717,0.03773584905660377,S2,2d,0.008064516129032258,372,265,1
50,0.38063562453806354,0.29933481152993346,0.1714708056171471,0.09608277900960828,0.03917220990391722,0.013303769401330377,S2,4d,0.002443494196701283,1637,1353,1
51,0.22417786012042612,0.24641037517369152,0.24687355257063456,0.1505326540064845,0.07920333487725799,0.052802223251505326,S2,6d,0.02037292817679558,2896,2159,1
52,0.0,0.0,0.0,0.0,0.0,0.0,S2,8d,0.0,0,0,1
53,0.34269662921348315,0.2148876404494382,0.24859550561797752,0.1151685393258427,0.05056179775280899,0.028089887640449437,S2,10d,0.029036004645760744,861,712,1
54,0.0,0.0,0.0,0.0,0.0,0.0,S2,10d,0.0,0,0,2
55,0.12794612794612795,0.21773288439955107,0.29180695847362514,0.2053872053872054,0.09988776655443322,0.05723905723905724,S2,12d,0.10015290519877676,1308,891,2
56,0.2038664323374341,0.2646748681898067,0.2685413005272408,0.17012302284710018,0.06045694200351494,0.03233743409490334,S2,14d,0.10152538134533634,3999,2845,2
57,0.3263707571801567,0.34986945169712796,0.18276762402088773,0.0835509138381201,0.04699738903394256,0.010443864229765013,S3,0d,0.011210762331838564,446,383,1
58,0.21292775665399238,0.2965779467680608,0.22053231939163498,0.14068441064638784,0.07224334600760456,0.057034220532319393,S3,2d,0.005208333333333333,384,263,1
59,0.2985468956406869,0.261558784676354,0.20871862615587847,0.13870541611624834,0.059445178335535004,0.03302509907529723,S3,4d,0.01142263759086189,963,757,1
60,0.373125374925015,0.28374325134973005,0.1913617276544691,0.10017996400719856,0.03839232153569286,0.013197360527894421,S3,6d,0.013691683569979716,1972,1667,1
